"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2023 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2023 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
6244,,555802,COUNTRY CREST POST - ACUTE,50 CONCORDIA LANE,OROVILLE,CA,95966,0.25612,,0.24000,,0.00000,,13.91131,,13.91131,,0.9810104905,
7099,,555804,VICTORIA POST ACUTE CARE,654 S. ANZA,EL CAJON,CA,92020,0.20354,,0.20964,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555805,BEL VISTA HEALTHCARE CENTER,5001 EAST ANAHEIM STREET,EAST LONG BEACH,CA,90804,0.20844,,0.23042,,0.00000,,0.00000,,0.00000,,0.9802564842,
4134,,555806,GLENBROOK,1950 CALLE BARCELONA,CARLSBAD,CA,92009,0.17273,,0.19540,,36.51073,,0.00000,,36.51073,,0.9878961155,
7099,,555808,THE REHABILITATION CENTER OF SANTA MONICA,1338 20TH STREET,SANTA MONICA,CA,90404,0.20287,,0.20989,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555813,DEVONSHIRE OAKS NURSING CENTER,3635 JEFFERSON AVENUE,REDWOOD CITY,CA,94062,0.19565,,0.22682,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555816,LAWNDALE HEALTHCARE & WELLNESS CENTRE LLC,15100 S PRAIRIE,LAWNDALE,CA,90260,0.19264,,0.22040,,0.00000,,0.00000,,0.00000,,0.9802564842,
5444,,555819,ELMWOOD CARE CENTER,2829 SHATTUCK AVENUE,BERKELEY,CA,94705,0.19278,,0.20129,,22.46091,,0.00000,,22.46091,,0.9822942011,
5769,,555822,CANYON OAKS NURSING AND REHABILITATION CENTER,22029 SATICOY STREET,CANOGA PARK,CA,91303,0.20010,,0.20273,,19.02597,,0.00000,,19.02597,,0.9816560719,
1,,555825,SAN MARINO HEALTHCARE CENTER,6812 N. OAK AVENUE,SAN GABRIEL,CA,91775,0.18864,,0.16477,,100.00000,,90.00000,,100.00000,,1.0180656313,
7099,,555826,"THE REDWOODS, A COMMUNITY OF SENIORS",40 CAMINO ALTO,MILL VALLEY,CA,94941,0.18974,,0.23350,,0.00000,,0.00000,,0.00000,,0.9802564842,
1,,555827,ATHERTON PARK POST - ACUTE,1275 CRANE STREET,MENLO PARK,CA,94025,0.17406,,0.17003,,100.00000,,90.00000,,100.00000,,1.0180656313,
7099,,555830,LOMPOC SKILLED NURSING & REHABILITATION CENTER,1428 W NORTH AVE,LOMPOC,CA,93436,0.16672,,0.21370,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555831,HERMAN HEALTH CARE CENTER,2295 PLUMMER AVENUE,SAN JOSE,CA,95125,0.20636,,0.21097,,0.00000,,0.00000,,0.00000,,0.9802564842,
514,,555835,VI AT PALO ALTO,600 SAND HILL ROAD,PALO ALTO,CA,94304,0.13356,,0.17191,,92.54307,,0.00000,,92.54307,,1.0177854514,
2977,,555836,ARBOL RESIDENCES OF SANTA ROSA,300 FOUNTAINGROVE PARKWAY,SANTA ROSA,CA,95403,0.19173,,0.18992,,49.58256,,3.68106,,49.58256,,0.9987611865,
7099,,555839,DREIER'S NURSING CARE CENTER,1400 WEST GLENOAKS BLVD,GLENDALE,CA,91201,0.21160,,0.22173,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555843,MASONIC HOME,34400 MISSION BLVD,UNION CITY,CA,94587,0.18452,,0.21636,,0.00000,,0.00000,,0.00000,,0.9802564842,
3588,,555844,NOVATO HEALTHCARE CENTER,1565 HILL ROAD,NOVATO,CA,94947,0.17714,,0.19280,,42.71270,,0.00000,,42.71270,,0.9924728286,
3160,,555846,JOYCE EISENBERG KEEFER MEDICAL CENTER D/P SNF,7150 TAMPA AVENUE,RESEDA,CA,91335,0.19808,,0.19087,,47.31646,,21.50735,,47.31646,,0.9966054021,
2218,,555849,VISTA DEL SOL CARE CENTER,11620 WEST WASHINGTON BLVD,LOS ANGELES,CA,90066,0.20401,,0.18623,,58.38457,,48.66737,,58.38457,,1.0067542109,
7099,,555852,PARK AVENUE HEALTHCARE & WELLNESS CENTER,1550 NORTH PARK AVENUE,POMONA,CA,91768,0.19931,,0.21819,,0.00000,,0.00000,,0.00000,,0.9802564842,
4645,,555854,MESA GLEN CARE CENTER,638 E COLORADO AVENUE,GLENDORA,CA,91740,0.19990,,0.19778,,30.83355,,2.30531,,30.83355,,0.9849142827,
6251,,555855,BAYWOOD COURT HEALTH CENTER,21966 DOLORES STREET,CASTRO VALLEY,CA,94546,0.17301,,0.20489,,13.87358,,0.00000,,13.87358,,0.9810067847,
7099,,555856,PENINSULA POST - ACUTE,1609 TROUSDALE DRIVE,BURLINGAME,CA,94010,0.19951,,0.21036,,0.00000,,0.00000,,0.00000,,0.9802564842,
847,,555857,OAKVIEW SKILLED NURSING,3557 CAMPUS DR,THOUSAND OAKS,CA,91360,0.19861,,0.17654,,81.49881,,74.58889,,81.49881,,1.0167472307,
5739,,555861,GRAND OAKS CARE,897 NORTH M STREET,TULARE,CA,93274,0.22640,,0.21281,,0.00000,,19.47767,,19.47767,,0.9817291378,
1,,555865,HUNTINGTON HEALTHCARE CENTER,4515 HUNTINGTON DRIVE SOUTH,LOS ANGELES,CA,90032,0.20456,,0.16044,,100.00000,,90.00000,,100.00000,,1.0180656313,
7071,,555866,SIERRA VISTA HEALTHCARE,1715 SOUTH CEDAR,FRESNO,CA,93702,0.22474,,0.22162,,0.00000,,0.79280,,0.79280,,0.9802774927,
1888,,555867,FOREST HILL MANOR HEALTH CENTER,551 GIBSON AVENUE,PACIFIC GROVE,CA,93950,0.18176,,0.18446,,62.60668,,0.00000,,62.60668,,1.0098583338,
3492,,555870,BELLA VISTA HEALTH CENTER,7922 PALM STREET,LEMON GROVE,CA,91945,0.17015,,0.19238,,43.71455,,0.00000,,43.71455,,0.9933299856,
2792,,555872,CHAPARRAL HOUSE,1309 ALLSTON WAY,BERKELEY,CA,94702,0.17727,,0.18901,,51.75325,,0.00000,,51.75325,,1.0008364714,
7099,,555873,SOUTH BAY POST ACUTE CARE,553 F STREET,CHULA VISTA,CA,91910,0.17939,,0.23608,,0.00000,,0.00000,,0.00000,,0.9802564842,
6817,,555875,CHANNEL ISLANDS POST ACUTE,3880 VIA LUCERO,SANTA BARBARA,CA,93110,0.17826,,0.20768,,7.21839,,0.00000,,7.21839,,0.9805241872,
1142,,555876,ALTA HEALTHCARE CENTER OF CAMARILLO,6000 SANTA ROSA ROAD,CAMARILLO,CA,93012,0.20674,,0.17931,,74.89133,,71.49191,,74.89133,,1.0153857411,
533,,555877,RIDGECREST REGIONAL TRANSITIONAL CARE AND REHABILI,1081 NORTH CHINA LAKE BOULEVARD,RIDGECREST,CA,93555,0.18404,,0.17247,,91.20726,,82.91793,,91.20726,,1.0177099799,
1549,,555878,"GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC",1340 E MADISON AVE,EL CAJON,CA,92021,0.18625,,0.18243,,67.44898,,19.85361,,67.44898,,1.0126239285,
7099,,555889,MOUNTAIN MANOR SENIOR RESIDENCE,6101 FAIR OAKS BOULEVARD,CARMICHAEL,CA,95608,0.21273,,0.23288,,0.00000,,0.00000,,0.00000,,0.9802564842,
1485,,555890,HILLCREST NURSING HOME,4280 CYPRESS DRIVE,SAN BERNARDINO,CA,92407,0.17241,,0.18199,,68.49854,,0.00000,,68.49854,,1.0131145228,
6971,,555893,PASADENA NURSING CENTER,1570 NORTH FAIR OAKS AVE,PASADENA,CA,91103,0.19499,,0.20848,,5.31010,,0.00000,,5.31010,,0.9804341537,
6882,,555894,FOOTHILL HEIGHTS CARE CENTER,1515 NORTH FAIR OAKS AVE,PASADENA,CA,91103,0.21592,,0.21070,,0.00000,,6.58970,,6.58970,,0.9804926570,
1,,555895,CREEKVIEW SKILLED NURSING,2900 STONERIDGE DRIVE,PLEASANTON,CA,94588,0.16642,,0.16715,,100.00000,,0.00000,,100.00000,,1.0180656313,
7099,,555897,"MONTEREY HEALTHCARE & WELLNESS CENTRE, LP",1267 SAN GABRIEL BLVD,ROSEMEAD,CA,91770,0.20693,,0.27273,,0.00000,,0.00000,,0.00000,,0.9802564842,
1700,,555899,STRATFORD VILLA POST - ACUTE,752 HOLMES STREET,LIVERMORE,CA,94550,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18337,,65.20673,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",65.20673,,1.0114485686,
7099,,555901,ANBERRY TRANSITIONAL CARE,1000 WEST YOSEMITE AVENUE,MERCED,CA,95341,0.22402,,0.22739,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555902,HEIGHT STREET SKILLED CARE,1611 HEIGHT STREET,BAKERSFIELD,CA,93305,0.18265,,0.21229,,0.00000,,0.00000,,0.00000,,0.9802564842,
5001,,555903,THE GARDENS OF EL MONTE,5044 BUFFINGTON RD,EL MONTE,CA,91732,0.19027,,0.19933,,27.13623,,0.00000,,27.13623,,0.9835355035,
7099,,555904,THE ELLISON JOHN TRANSITIONAL CARE CENTER,43830 10TH STREET WEST,LANCASTER,CA,93534,0.17795,,0.23562,,0.00000,,0.00000,,0.00000,,0.9802564842,
3097,,555906,MEADOWBROOK VILLAGE CHRISTIAN RETIREMENT COMMUNITY,100 HOLLAND GLEN,ESCONDIDO,CA,92026,0.20028,,0.19054,,48.10363,,28.12925,,48.10363,,0.9973496613,
6935,,555908,SOUTH PASADENA CARE CENTER,904 MISSION ST,SOUTH PASADENA,CA,91030,0.18471,,0.20827,,5.81103,,0.00000,,5.81103,,0.9804561900,
1,,555910,TRELLIS CHINO,5454 WALNUT AVENUE,CHINO,CA,91710,0.23457,,0.17030,,100.00000,,90.00000,,100.00000,,1.0180656313,
7099,,555911,GLENDALE ADVENTIST MEDICAL CENTER DP/SNF,1509 WILSON TER,GLENDALE,CA,91206,0.19637,,0.22963,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555912,KERN RIVER TRANSITIONAL CARE,5151 KNUDSEN DRIVE,BAKERSFIELD,CA,93308,0.21181,,0.21507,,0.00000,,0.00000,,0.00000,,0.9802564842,
1464,,555913,AHC HEALTHCARE OF SACRAMENTO,1411 EXPO PARKWAY,NORTH SACRAMENTO,CA,95815,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18185,,68.83249,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",68.83249,,1.0132629798,
1,,555914,WE CARE SKILLED NURSING FACILITY,21863 VALLEJO STREET,HAYWARD,CA,94541,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.16176,,100.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",100.00000,,1.0180656313,
7099,,555915,THE SPRINGS HEALTH AND REHABILITATION CENTER,25924 JACKSON AVE,MURRIETA,CA,92563,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20920,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
7099,,555921,RANCHO BELLAGIO POST ACUTE,26940 E HOSPITAL ROAD,MORENO VALLEY,CA,92555,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21631,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
5309,,555922,ORCHARDS SKILLED NURSING,1 AMISTAD DRIVE,LADERA RANCH,CA,92694,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20071,,23.84442,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",23.84442,,0.9826114156,
1032,,555923,TEMECULA HEALTHCARE CENTER,44280 CAMPANULA WAY,TEMECULA,CA,92592,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.17823,,77.46753,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",77.46753,,1.0160124310,
7099,,555924,BETHEL LUTHERAN HOME,2280 DOCKERY AVENUE,SELMA,CA,93662,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.24321,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
1,,555926,SHADELANDS POST ACUTE,2765 MITCHELL DR,WALNUT CREEK,CA,94598,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.16073,,100.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",100.00000,,1.0180656313,
7099,,555927,PIH HEALTH GOOD SAMARITAN HOSPITAL D/P SNF,1225 WILSHIRE BLVD,LOS ANGELES,CA,90017,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.22271,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
3033,,655000,GUAM MEMORIAL HOSPITAL AUTHORITY,449 S SABANA DR,BARRIGADA,HI,96913,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19017,,48.98622,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",48.98622,,0.9981906319,
7099,,675001,THE WOODLANDS,125 INSPIRATION BLVD,EASTLAND,TX,76448,0.19710,,0.21654,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,675002,RETAMA MANOR NURSING CENTER/SAN ANTONIO WEST,636 CUPPLES RD,SAN ANTONIO,TX,78237,0.19349,,0.24703,,0.00000,,0.00000,,0.00000,,0.9802564842,
5617,,675004,MCKINNEY HEALTHCARE AND REHABILITATION CENTER,253 ENTERPRISE DR,MCKINNEY,TX,75069,0.21957,,0.20710,,8.60191,,20.61101,,20.61101,,0.9819262151,
1840,,675020,GREENVILLE HEALTH & REHABILITATION CENTER,4910 WELLINGTON ST,GREENVILLE,TX,75402,0.23118,,0.19003,,49.32017,,63.24212,,63.24212,,1.0102699364,
5207,,675025,GOOD SAMARITAN SOCIETY - - WHITE ACRES,7304 GOOD SAMARITAN CT,EL PASO,TX,79912,0.21065,,0.20025,,24.94169,,21.15036,,24.94169,,0.9828914198,
7099,,675030,REGENT CARE CENTER OF LAREDO,7001 MCPHERSON RD,LAREDO,TX,78041,0.18630,,0.23971,,0.00000,,0.00000,,0.00000,,0.9802564842,
6733,,675034,ARBOR LAKE NURSING & REHABILITATION LLC,901 PENNSYLVANIA AVE,FORT WORTH,TX,76104,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20727,,8.19640,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",8.19640,,0.9805772323,
7060,,675044,COLONIAL MANOR ADVANCED REHAB & HEALTHCARE,1100 W MINNESOTA RD,PHARR,TX,78577,0.21310,,0.21044,,0.00000,,1.30033,,1.30033,,0.9802918300,
2641,,675046,ROSENBERG HEALTH & REHABILITATION CENTER,1419 MAHLMAN ST,ROSENBERG,TX,77471,0.18153,,0.18833,,53.37530,,0.00000,,53.37530,,1.0023644173,
6493,,675049,CORONADO HEALTHCARE CENTER,1504 W KENTUCKY AVE,PAMPA,TX,79065,0.18438,,0.20597,,11.29738,,0.00000,,11.29738,,0.9807828034,
1222,,675053,CHISOLM TRAIL NURSING AND REHABILITATION CENTER,107 N MEDINA,LOCKHART,TX,78644,0.21020,,0.17998,,73.29314,,71.85656,,73.29314,,1.0149220185,
6483,,675080,THE VOSSWOOD NURSING CENTER,815 S VOSS RD,HOUSTON,TX,77057,0.18955,,0.20592,,11.41664,,0.00000,,11.41664,,0.9807920016,
4840,,675081,GOLDEN ACRES LIVING AND REHABILITATION CENTER,2525 CENTERVILLE RD,DALLAS,TX,75228,0.18368,,0.19856,,28.97297,,0.00000,,28.97297,,0.9841707622,
7099,,675085,PARADIGM AT WOODWIND LAKES,7215 WINDFERN RD,HOUSTON,TX,77040,0.17149,,0.21850,,0.00000,,0.00000,,0.00000,,0.9802564842,
3445,,675086,CITIZENS MEDICAL CENTER,2701 HOSPITAL DR,VICTORIA,TX,77901,0.15562,,0.19216,,44.23933,,0.00000,,44.23933,,0.9937897583,
2570,,675095,HALLETTSVILLE NURSING AND REHABILITATION,825 W FAIRWINDS,HALLETTSVILLE,TX,77964,0.20021,,0.18800,,54.16247,,36.62973,,54.16247,,1.0030923261,
6531,,675096,HOMESTEAD NURSING AND REHABILITATION OF HILLSBORO,1725 OLD BRANDON RD,HILLSBORO,TX,76645,0.22120,,0.21319,,0.00000,,10.91812,,10.91812,,0.9807542447,
7099,,675101,OAKLAND MANOR NURSING CENTER,1400 N MAIN ST,GIDDINGS,TX,78942,0.22183,,0.22855,,0.00000,,0.00000,,0.00000,,0.9802564842,
3983,,675103,RENAISSANCE REHABILITATION AND HEALTHCARE CENTER,220 DAVENPORT ST,ITALY,TX,76651,0.19939,,0.19479,,37.96581,,11.13469,,37.96581,,0.9888473329,
7099,,675111,HERITAGE GARDENS REHABILITATION AND HEALTHCARE,2135 N DENTON DR,CARROLLTON,TX,75006,0.19268,,0.20862,,0.00000,,0.00000,,0.00000,,0.9802564842,
4157,,675112,CORAL REHABILITATION AND NURSING OF ARLINGTON,1112 GIBBINS RD,ARLINGTON,TX,76011,0.19499,,0.19557,,36.10522,,0.00000,,36.10522,,0.9876449219,
7099,,675120,WOODVILLE HEALTH AND REHABILITATION CENTER,102 N BEECH ST,WOODVILLE,TX,75979,0.18913,,0.21996,,0.00000,,0.00000,,0.00000,,0.9802564842,
1901,,675128,MIDWESTERN HEALTHCARE CENTER,601 MIDWESTERN PKWY,WICHITA FALLS,TX,76302,0.24083,,0.19361,,40.78055,,62.50536,,62.50536,,1.0097913309,
2088,,675133,HIGHLAND PINES NURSING HOME,1100 N 4TH ST,LONGVIEW,TX,75601,0.22434,,0.18956,,50.44129,,60.05799,,60.05799,,1.0080593437,
7099,,675136,DENTON REHABILITATION AND NURSING CENTER,2229 N CARROLL BLVD,DENTON,TX,76201,0.18062,,0.26217,,0.00000,,0.00000,,0.00000,,0.9802564842,
7039,,675142,BRIARCLIFF HEALTH CENTER,3403 S VINE AVE,TYLER,TX,75701,0.21611,,0.21261,,0.00000,,2.73823,,2.73823,,0.9803365625,
5982,,675150,BLUEBONNET REHAB AT ENNIS,2300 SOUTH OAK GROVE RD,ENNIS,TX,75119,0.17891,,0.20371,,16.68831,,0.00000,,16.68831,,0.9813227743,
7099,,675151,MEADOWBROOK CARE CENTER,632 WINDSOR WAY,VAN ALSTYNE,TX,75495,0.20577,,0.21351,,0.00000,,0.00000,,0.00000,,0.9802564842,
6227,,675153,HERITAGE HOUSE AT KELLER REHAB & NURSING,1150 WHITLEY ROAD,KELLER,TX,76248,0.19373,,0.20482,,14.04055,,0.00000,,14.04055,,0.9810232841,
4426,,675162,BRIARCLIFF NURSING AND REHABILITATION CENTER,3201 N WARE RD,MCALLEN,TX,78501,0.20652,,0.19672,,33.36205,,22.49719,,33.36205,,0.9861029183,
2981,,675175,PARK MANOR OF MCKINNEY,1801 PEARSON AVE,MCKINNEY,TX,75069,0.22374,,0.19489,,37.72727,,49.57813,,49.57813,,0.9987569448,
2297,,675177,PINE TREE LODGE NURSING CENTER,2711 PINE TREE RD,LONGVIEW,TX,75604,0.20052,,0.18674,,57.16804,,41.49123,,57.16804,,1.0057487352,
1229,,675181,CARRIAGE HOUSE MANOR,210 PIPELINE RD,SULPHUR SPRINGS,TX,75482,0.17945,,0.18001,,73.22157,,0.00000,,73.22157,,1.0148997804,
3822,,675185,LONGMEADOW HEALTHCARE CENTER,120 MEADOWVIEW DR,JUSTIN,TX,76247,0.19676,,0.19394,,39.99337,,5.89645,,39.99337,,0.9903014126,
5788,,675196,NORTH PARK HEALTH AND REHABILITATION CENTER,1720 N MCDONALD,MCKINNEY,TX,75069,0.19260,,0.20280,,18.85900,,0.00000,,18.85900,,0.9816298154,
2113,,675201,HILLSIDE MEDICAL LODGE,300 S. HIGHWAY 36 BYPASS,GATESVILLE,TX,76528,0.23117,,0.19208,,44.43016,,59.83662,,59.83662,,1.0078921498,
6277,,675212,THE HOMESTEAD OF DENISON,1101 REBA MCENTIRE LN,DENISON,TX,75020,0.21605,,0.20766,,7.26610,,13.57427,,13.57427,,0.9809778556,
3758,,675226,STEVENS NURSING AND REHABILITATION CENTER OF HALLE,106 KAHN ST,HALLETTSVILLE,TX,77964,0.21502,,0.19483,,37.87039,,40.74082,,40.74082,,0.9908740418,
5602,,675230,PINE GROVE NURSING CENTER,246 HALEY DR,CENTER,TX,75935,0.22029,,0.20756,,7.50464,,20.76402,,20.76402,,0.9819543995,
6958,,675234,WOODLAKE NURSING CENTER,603 E PLANTATION RD,CLUTE,TX,77531,0.20729,,0.20840,,5.50093,,0.00000,,5.50093,,0.9804424216,
716,,675238,TRINITY TERRACE,1600 TEXAS ST,FORT WORTH,TX,76102,0.18454,,0.17485,,85.53008,,65.93704,,85.53008,,1.0172551881,
7099,,675241,MAGNOLIA PLACE,1307 MARTIN LUTHER KING DR,JEFFERSON,TX,75657,0.23235,,0.23527,,0.00000,,0.00000,,0.00000,,0.9802564842,
4588,,675253,AZALEA TRAIL NURSING AND REHABILITATION CENTER,411 SPRING CREEK RD,GRAND SALINE,TX,75140,0.18989,,0.19751,,31.47760,,0.00000,,31.47760,,0.9851968681,
4828,,675254,CASCADES AT GALVESTON,3702 COVE VIEW BLVD,GALVESTON,TX,77554,0.22968,,0.20965,,0.00000,,29.06463,,29.06463,,0.9842049531,
7099,,675268,LAREDO MEDICAL CENTER,1700 E SAUNDERS ST,LAREDO,TX,78044,0.17226,,0.21136,,0.00000,,0.00000,,0.00000,,0.9802564842,
3071,,675272,WILLOWBEND NURSING AND REHABILITATION CENTER,2231 HIGHWAY 80 E,MESQUITE,TX,75150,0.23268,,0.19960,,26.49218,,48.52751,,48.52751,,0.9977528761,
4382,,675274,WILLIS NURSING AND REHABILITATION LP,3000 N DANVILLE ST,WILLIS,TX,77378,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19655,,33.76756,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",33.76756,,0.9863138734,
5760,,675282,THE MEDICAL LODGE OF AMARILLO,9 MEDICAL DR,AMARILLO,TX,79106,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20268,,19.14524,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",19.14524,,0.9816750734,
6850,,675305,PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT,1525 PLEASANT VALLEY RD,GARLAND,TX,75040,0.18797,,0.20784,,6.83673,,0.00000,,6.83673,,0.9805048167,
4251,,675312,PALMA REAL,1220 LOOP 459,MATHIS,TX,78368,0.19320,,0.19597,,35.15107,,0.00000,,35.15107,,0.9870776942,
2401,,675319,DELEON NURSING AND REHABILITATION,809 E NAVARRO,DE LEON,TX,76444,0.21869,,0.18952,,50.53671,,56.01234,,56.01234,,1.0047537332,
7099,,675323,BAYWIND VILLAGE SKILLED NURSING & REHAB,411 ALABAMA AVE,LEAGUE CITY,TX,77573,0.23027,,0.26762,,0.00000,,0.00000,,0.00000,,0.9802564842,
3060,,675327,PAMPA NURSING CENTER,1321 W KENTUCKY,PAMPA,TX,79065,0.18268,,0.19031,,48.65227,,0.00000,,48.65227,,0.9978718083,
2028,,675330,THE OAKS AT RADFORD HILLS HEALTHCARE CENTER,725 MEDICAL DR,ABILENE,TX,79601,0.20877,,0.18522,,60.79380,,57.15360,,60.79380,,1.0086027303,
